new delhi / bihar,24.5702788,84.7927843
mahendragarh,28.25,76.166667
sangrur(punjab),30.2432006,75.8358123
"shimla, hp  india",31.1041526,77.1709729
"uttarakhand, india",30.0417376,79.089691
bharat,22.3511148,78.6677428
new delhi ,28.6141793,77.2022662
"guwahati, assam, india",26.1805978,91.753943
"balangir, india",20.75,83.25
"tamil nadu, tiruppur",11.1017815,77.345192
"jalgaon jamod, india",21.0530905,76.5357936
"sangli, india",16.8502534,74.5948885
12 janpath new delhi.,28.61637215,77.2249426758348
"kolkata, west bengal",22.5677459,88.3476023
"chhapra, india",25.7784105,84.7514507
"patna, bihar",25.6093239,85.1235252
lucknow,26.8381,80.9346001
"amritsar punjab , india",31.6343083,74.8736788
"srinagar, india",34.0747444,74.8204443
new delhi india,41.9029659,12.5056155
kerala,10.3529588,76.5119752
"bhopal, madhyapradesh",23.26153825,77.4521821
"bhubaneswar, odisha (india)",20.2665668,85.8437586
mumbai ,18.9387711,72.8353355
"chhattisgarh, india",21.6637358,81.8406351
"gandhinagar, gujarat.",23.2232877,72.6492267
"satna, madhya pradesh, india",24.5,81.0
"surat, gujrat",32.5686782,74.071481
"chatra, jharkhand",24.1067061,84.8616603971445
coimbatore-chennai,10.9908907,76.9606882
gandhinagar,23.2232877,72.6492267
"5 a, raisina road, new delhi",28.6167104,77.2125815
"ahmedabad, gujarat",23.0216238,72.5797068
punjab ,30.9293211,75.5004841
"pune,india",18.5203062,73.8543185
delhi/hyderabad...india,17.4348121,78.4480636
"bihar, india",25.6440845,85.906508
"viluppuram, india",11.9425887,79.4950625
#delhi #india,28.6517178,77.2219388
delhi,28.6517178,77.2219388
"saharanpur, india",29.9637438,77.5427464
"imphal, india",24.8006088,93.9369998
"trivandrum, india",8.5058909,76.9570481
ferozepur,30.6839733,76.3594033
"pachora, india",20.667858,75.3505158
"pune , india",18.5203062,73.8543185
"sikar, india",27.583333,75.166667
durg/new delhi,21.1732316,81.3351785056936
लखनऊ,26.8381,80.9346001
"amritsar, india",31.6343083,74.8736788
"diva, navi mumbai",19.1482333,72.9951812
surat gujarat,21.1864607,72.8081281
nagercoil,8.1880471,77.4290492
"kushinagar, india",26.7438272,83.9162322
"srinagar, jammu, delhi",34.0411016,74.8794601367844
"delhi, india, bharat ",28.4808629,77.0848883
gorakhpur uttar pradesh india ,26.916667,83.25
andhra pradesh,15.9240905,80.1863809
"nazira,104 lac, assam",26.9165452,94.7373948
new delhi / mirzapur,39.0317139,-90.2612233
"lucknow, up",26.8381,80.9346001
"rajmahal, india",25.0548239,87.8283219
"हिमाचल प्रदेश, भारत",31.9292352,77.1828462
"new delhi & thane,maharashtra",19.3946255,72.8901377
"mumbai , maharashtra , bharat",18.9387711,72.8353355
arunachal pradesh,28.3641989,94.7586273
uttarakhand ,30.0417376,79.089691
"bhubaneshwar, india",20.2603328,85.8393432
chandigarh,30.7194022,76.7646552
"mannargudi, tamil nadu, india",10.6673278,79.4443834
"mizoram, india",23.2146169,92.8687612
mumbai | delhi,19.7111805,72.9298572
"faridabad, india",28.402837,77.3085626
"amroha, india",28.90662,78.4707309
india ,22.3511148,78.6677428
"nihal singh wala, punjab",30.5906461,75.2825314
"ambikapur, chhattisgarh, india",23.1226343,83.1981886
"amaravati, andhra pradesh",16.51691,80.5002592
ranchi,23.3700354,85.3250132
hisar,29.168807,75.7461103
"bhubaneswar, orissa",20.2665668,85.8437586
"ವಿಜಯಪುರ - vijayapura, india",16.8269911,75.7175387
"pune, india",18.5203062,73.8543185
"delhi cantonment, new delhi",28.5888565,77.132399
"kolkata | west bengal, india.",22.5677459,88.3476023
varanasi,25.3356491,83.0076292
"agartala, india",23.8312377,91.2823821
"dahod, gujarat, india",22.8358542,74.2556782
"nadiad, gujarat",22.6895073,72.8715199
"perambalur, india",11.2359165,78.868811
"virudhunagar, india",9.5822396,77.9536831
"jabalpur, india",23.1608938,79.9497702
rohtak,28.833333,76.666667
"meerut, uttar pradesh",28.9963296,77.7061915
"mumbai, india nagpur",19.19395825,72.8607548716251
"aligarh, india",27.8815412,78.0690216
"muzaffarpur, bihar, india",26.1182898,85.3857888
"new delhi, nagpur",39.0317139,-90.2612233
"mandvi, india",21.254926,73.3046407
"raichur, india",16.083333,77.166667
"junagadh,gujarat,india",21.25,70.333333
"seethammadhara, visakhapatnam",17.7433179,83.3144918
"sundergarh, odisha, india",22.1276,84.0487
sivagangai,9.95011745,78.6959995986838
"nagpur & mumbai maharashtra, i",18.9387711,72.8353355
north mumbai,18.9387711,72.8353355
"vadodara,  gujarat",22.297076,73.1957373
ahmedabad (gujarat),23.0216238,72.5797068
delhi / sultanpur up,28.4617054,76.8700839
"gurdaspur, punjab",32.166667,75.316667
"kerala, india.",10.3529588,76.5119752
karnataka,14.5203896,75.7223521
aurangabad (bihar),24.75,84.5
uttarakhand,30.0417376,79.089691
"odisha, india",20.5431241,84.6897321
"bhopal, madhya pradesh",23.2530923,77.3962718
"tiruchirapalli, india",10.76208595,78.7127709869104
"badshahpur, gurgaon, haryana",28.39422085,77.0480373220363
"tamil nadu, india",10.9094334,78.3665347
hyderabad / delhi india,28.615968,77.2278699
"uttar pradesh, india.",27.1303344,80.859666
goa | delhi,15.5000725,73.827034
"theni, india",10.0108143,77.4810104
"saifai, india",26.9648151,78.9543119
"ramtek, india",21.3957522,79.3257474
"bhind, india",26.5,78.75
"guwahati,india",26.1805978,91.753943
jaipur,26.916194,75.820349
"srikakulam, andhra pradesh",18.2949396,83.893875
"bathinda, india",30.2081076,74.9485371
"varanasi, kashi",25.3268078,83.0318039
"dalhousie, india",32.5360472,75.9797487
madhya pradesh,23.8143419,77.5340719
"gangtok, india",27.329046,88.6122673
nagaland ,26.1630556,94.5884911
ranchi jharkhand,23.3700354,85.3250132
"mumbai,india",18.9387711,72.8353355
punjab,30.9293211,75.5004841
"bengaluru, karnataka",12.9791198,77.5912997
jalandhar,31.3323762,75.576889
"jind, india",29.5,76.25
"hyderabad, india",17.3616079,78.4746286
"solapur, maharashtra",17.6715272,75.8975502
"lucknow, india",26.8381,80.9346001
"nagpur, india mumbai",19.19395825,72.8607548716251
மதுரை & விருதுநகர்,9.5822396,77.9536831
"raipur, india",20.82071695,82.1229768974802
"gandhinagar,gujarat",23.2232877,72.6492267
"karimnagar, telangana",18.4346438,79.1322648
"himachal pradesh, india",31.9292352,77.1828462
chandauli,25.1251732,83.2395145863778
"dehradun, uttarakhand",30.3255646,78.0436813
noida,28.5726442,77.3547609
"haryana/delhi, india",28.4808629,77.0848883
"kolhapur, india",16.4577537,74.1013794844442
bholath punjab,31.5422961,75.5076163
"kohima, india",25.6618755,94.1019156
roorkee haridwar,29.8693496,77.8902124
"kota, india",25.0,76.5
12 janpath new delhi - 110011,28.6009133,77.2177924
"jharkhand, india.      ",23.4559809,85.2557301
"madurai, india",9.9261153,78.1140983
ernakulam,9.9870993,76.3431013545535
"karur, india",10.9604046,78.077561
hyderabad,17.3616079,78.4746286
tadepalligudem,16.8102437,81.526592
"new delhi,india",28.6141793,77.2022662
"wardha, india",20.4355888,78.6463504
"sagar, india",23.8417793,78.7466817
"botad, gujarat, india",22.1686,71.6685
himachal / new delhi,28.62614145,77.2331142435936
"kavaratti, india",10.5672203,72.6394636
odisha,20.5431241,84.6897321
"lucknow, uttar pradesh.",26.8381,80.9346001
"mumbai, maharashtra",18.9387711,72.8353355
salem,44.9391565,-123.033121
"amloh, punjab, india",30.6115717,76.2316357
imphal manipur,24.8006088,93.9369998
"bilaspur, india",22.0785627,82.1476475
"anand, india",22.5584995,72.9625629
"west bengal, india",22.9964948,87.6855882
"thanjavur, india",10.7860267,79.1381497
"gandhinagar, gujarat, india",23.2232877,72.6492267
"chennai - tamil nadu, india",13.0801721,80.2838331
"daman and diu, india",20.42000485,72.8637629030057
"new delhi , india",28.6141793,77.2022662
"malleshwaram, bangalore, india",13.0027353,77.5703253
mumbai/india,18.9387711,72.8353355
"rajsamand, india",25.26789685,73.8268171085978
"krishnagiri, india",12.5188835,78.2206536
halol,22.5058547,73.4715851
"damoh, india",23.75,79.583333
"dehradun, india",30.3255646,78.0436813
"noida, uttar pradesh",28.5726442,77.3547609
visakhapatnam,17.7231276,83.3012842
rajasthan,26.8105777,73.7684549
"meghalaya, india",25.5379432,91.2999102
"thiruvarur, india",10.7666538,79.6352476
"guntur, india",16.2915189,80.4541588
"gandhinagar , gujarat",23.2232877,72.6492267
ghatkopar ( w) mumbai india,19.0897194,72.9045972
"jalandhar ,punjab",31.3323762,75.576889
ichalkaranji,16.6959348,74.4555755
"noida, india",28.5726442,77.3547609
ujjain,23.174597,75.7851423
"thane, maharashtra",19.1943294,72.9701779
"rithala, new delhi ",28.7207846,77.1071553
"vadodara, gujarat, india",22.297076,73.1957373
morshi,21.3416664,78.0140337
"patna, india",25.6093239,85.1235252
maharashtra ,19.531932,76.0554568
"kandivali east, mumbai",19.2102005,72.8648909
"ahmadabad city, india",23.0216238,72.5797068
"jharkhand, india",23.4559809,85.2557301
"delhi,india",28.6517178,77.2219388
"gandhinagar, india",23.2232877,72.6492267
"kolkata, india",22.5677459,88.3476023
"new delhi, adarsh nagar",28.6141925,77.0715411848447
"lakshadweep, india",10.565685,72.640639
"nadiad, gujarat (india)",22.6895073,72.8715199
"coimbatore, tamilnadu",11.0018115,76.9628425
"silchar, assam",24.829588,92.797148
"ajmer , rajasthan",26.4691,74.639
new delhi and kolkata,24.5701712,84.7927562
"shillong, india",25.5760154,91.8828027
coimbatore,11.0018115,76.9628425
"ambedkar nagar, new delhi",28.5192116,77.2362095
"ariyalur, india",11.1357708,79.0723203
"aizawl, india",23.7414092,92.7209297
bikaner rajasthan,28.0159286,73.3171367
"greater kailash,new delhi",28.5418777,77.2384553
"mandsaur, india",24.333333,75.25
bhopal m.p.,23.2530923,77.3962718
"cambridge, england",52.2034823,0.1235817
faridabad,28.402837,77.3085626
"thane, india",19.1943294,72.9701779
"vijayawada , andhra pradesh, i",16.5087586,80.6185102
dehradun,30.3255646,78.0436813
tamilnadu,10.9094334,78.3665347
" madhya pradesh, india",23.8143419,77.5340719
"chennai, tamil nadu",13.0801721,80.2838331
"khandwa, india",21.8205346,76.3568299
"sirsi/bengaluru,india.",12.9627508,77.5659733
itanagar,27.1018415,93.6292125
amethi,26.1573163,81.8055055
jamnagar gujarat,22.25,70.0
telangana,17.8495919,79.1151663
greater noida,28.4670734,77.5137649
"chennai, india",13.0801721,80.2838331
pune/new delhi,19.3194549,72.8972413
"hengrabari, guwahati, assam",26.1508008,91.8037298
"india, tamilnadu",10.9094334,78.3665347
"jammu and kashmir, india",34.0476564,76.7972892
महाराष्ट्र,19.531932,76.0554568
tripura,23.7750823,91.7025091
here and there,38.1619307,56.2536543
"daman, india",20.4169701,72.833173
"port blair, india",11.6645348,92.7390448
"gurgaon, new delhi 9729506771",28.5334742,77.0897481
"नई दिल्ली, भारत",28.6141793,77.2022662
"cuddalore, india",11.74269375,79.7503064417193
"palamu, jharkhand, india",23.916667,84.083333
"andhra pradesh, india",15.9240905,80.1863809
"pondicherry, india",11.9340568,79.8306447
"sambalpur, india",21.4,83.883333
"yavatmal, india",20.15,78.35
"delhi, patna",28.6517178,77.2219388
indian national congress,41.5884083,-85.8724974
surendranagar (gujarat),22.75,71.666667
kaushambi,25.54308595,81.4486595429333
kurukshetra; new delhi,29.92394115,76.905073432179
"mumbai, india 🇮🇳",18.9387711,72.8353355
ahmedabad & mumbai,19.1646766,72.9508747
"surat, india",21.1864607,72.8081281
"assam, india",26.4073841,93.2551303
ahmednagar,19.1573347,74.860286112108
"amritsar,punjab",31.6343083,74.8736788
"ramanathapuram, india",9.3652354,78.8343193
chennur,18.8555246,79.7904908
thiruvananthapuram,8.5058909,76.9570481
"bhuj, india",23.2472446,69.668339
kolkata,22.5677459,88.3476023
"andaman and nicobar, india",10.0001051,93.0000194
"ambala, india",30.3843674,76.770421
patna,25.6093239,85.1235252
dehradun ,30.3255646,78.0436813
"durg, india",21.2009417,81.3943241838917
"sangrur, india (punjab)",30.2432006,75.8358123
"amravati, india",21.0857492,77.666978
"vizianagaram, india",18.1154979,83.3978806
shimla,31.1041526,77.1709729
aurangabad,24.75,84.5
new delhi,28.6141793,77.2022662
india,22.3511148,78.6677428
"samrala, punjab",30.9473226,76.5081024
"uttar pradesh, lucknow",26.8381,80.9346001
"पश्चिम बंगाल, भारत",22.9964948,87.6855882
"gumla, india",23.0426077,84.5422286
bengaluru,12.9791198,77.5912997
"rajasthan, india",26.8105777,73.7684549
"bhopal, india",23.2530923,77.3962718
"tilak nagar, new delhi",28.63964975,77.0940394634643
"jamner, maharashtra, india",20.809641,75.7790599
"haryana, india",29.0,76.0
"sirhind fatehgarh sahib, india",30.6636304,76.3531351
baraut - baghpat - new delhi,29.1027886,77.2587454
"dharmapuri, india",12.1347988,78.1589864
"pune, india mumbai",18.5895213,73.831923
"basti, india",27.25,83.0
delhi/bihar,24.5702788,84.7927843
amritsar punjab,31.6343083,74.8736788
"sidhi, india",24.25,82.0
"bardoli, india",21.1220023,73.1135988
"new delhi, delhi",28.6141793,77.2022662
chennai ,13.0801721,80.2838331
"nandurbar, india",21.363778,74.2411418
"balachaur, punjab, india",31.0634777,76.2959789
lucknow india,26.8381,80.9346001
"orissa, india",20.5431241,84.6897321
goa,15.3004543,74.0855134
"लखनऊ, भारत",26.8381,80.9346001
"ludhiana, punjab",30.9090157,75.851601
chennai,13.0801721,80.2838331
"mumbai, maharashtra ",18.9387711,72.8353355
"maharashtra, india",19.531932,76.0554568
"nagaland, india",26.1630556,94.5884911
भारत हरियाणा रोहतक 9812265050,28.9010899,76.5801935
"khadoor sahib, punjab",31.4241739,75.0982026
"telangana, india",17.8495919,79.1151663
"gujarat, india",22.4134237,71.4986740758367
"akola, india mumbai",20.6643774,77.0232156
west bengal ,22.9964948,87.6855882
"nagpur, india",21.1500964,79.0127048991187
"ministers hill,  kohima",25.6564628,94.0929112
"shirur, pune, maharashtra",18.8265886,74.3725252
"amreli, india",20.866667,70.75
"mumbai, maharashtra, india",18.9387711,72.8353355
"tigri, delhi",28.5117193,77.240937
"dindigul, india",10.3655408,77.9695854
"jaipur, rajasthan",26.916194,75.820349
"chandigarh, india",30.7194022,76.7646552
"shimla, india",31.1041526,77.1709729
"amritsar, punjab ,india",31.6343083,74.8736788
"samana, punjab",30.1552451,76.2024326
"dadra and nagar haveli, india",20.20655915,73.0187282182948
"tiruvannamalai, india",12.2343228,79.0761989
mumbai-delhi india,19.7111805,72.9298572
"kanchipuram, india",12.836393,79.7053304
"3, motilal nehru marg",28.6052442,77.2211249
"marihan, mirzapur, up ",24.9241172,82.6779827
"karol bagh, new delhi",28.6529982,77.1890227
"jalore-sirohi, rajasthan",25.3476006,72.6260916
"arunachal pradesh, india",28.3641989,94.7586273
karnavati,23.01985535,72.5034118267859
thane,19.1943294,72.9701779
"faridabad ,haryana",28.402837,77.3085626
pune and mumbai,18.5895213,73.831923
"hyderabad, telangana",17.3616079,78.4746286
 india,22.3511148,78.6677428
surat-delhi,28.6517178,77.2219388
"4 janpath, new delhi, india",28.61637215,77.2249426758348
"rupnagar(ropar),punjab, india",30.9714438,76.5302085
manipur,24.7208818,93.9229386
"rewa, india",24.75,81.5
"shimla , himachal pradesh",31.1041526,77.1709729
"jammu & kashmir, india",34.0476564,76.7972892
उत्तराखंड ,30.0417376,79.089691
"jodhpur, rajasthan",26.2967719,73.0351433
gandhinagar ,23.2232877,72.6492267
"rohtak, india",28.833333,76.666667
"faridkot, punjab",30.6729772,74.7517033
"raikot ,punjab",30.6496526,75.5993128
"amritsar ,punjab",31.6343083,74.8736788
"nabha, punjab",30.3739948,76.1528674
